exercise_name,primary_muscles,secondary_muscles,equipment,level,force,category,mechanic,text_chunk,instructions
Standing Palms-In Dumbbell Press,shoulders,triceps,dumbbell,intermediate,push,strength,compound,Standing Palms-In Dumbbell Press is a intermediate level strength exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: dumbbell. Secondary muscles worked: triceps. Instructions: Start by having a dumbbell in each hand with your arm fully extended to the side using a neutral grip. Your feet should be shoulder width apart from each other. Now slowly lift the dumbbells up until you create a 90 degree angle with your arms. Note: Your forearms should be perpendicular to the floor. This the starting position. Continue to maintain a neutral grip throughout the entire exercise. Slowly lift the dumbbells up until your arms are fully extended. While inhaling lower the weights down until your arm is at a 90 degree angle again. Repeat for the recommended amount of repetitions.,
Standing Two-Arm Overhead Throw,shoulders,"chest, lats",medicine ball,beginner,pull,plyometrics,compound,"Standing Two-Arm Overhead Throw is a beginner level plyometrics exercise targeting the shoulders. It involves a pull motion and is considered a compound movement. Equipment needed: medicine ball. Secondary muscles worked: chest, lats. Instructions: Stand with your feet shoulder width apart holding a medicine ball in both hands. To begin, reach the medicine ball deep behind your head as you bend the knees slightly and lean back. Violently throw the ball forward, flexing at the hip and using your whole body to complete the movement. The medicine ball can be thrown to a partner or to a wall, receiving it as it bounces back.",
Star Jump,quadriceps,"calves, glutes, hamstrings, shoulders",body only,beginner,push,plyometrics,compound,"Star Jump is a beginner level plyometrics exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: calves, glutes, hamstrings, shoulders. Instructions: Begin in a relaxed stance with your feet shoulder width apart and hold your arms close to the body. To initiate the move, squat down halfway and explode back up as high as possible. Fully extend your entire body, spreading your legs and arms away from the body. As you land, bring your limbs back in and absorb your impact through the legs.",
Step-up with Knee Raise,glutes,"hamstrings, quadriceps",body only,beginner,push,strength,compound,"Step-up with Knee Raise is a beginner level strength exercise targeting the glutes. It involves a push motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: hamstrings, quadriceps. Instructions: Stand facing a box or bench of an appropriate height with your feet together. This will be your starting position. Begin the movement by stepping up, putting your left foot on the top of the bench. Extend through the hip and knee of your front leg to stand up on the box. As you stand on the box with your left leg, flex your right knee and hip, bringing your knee as high as you can. Reverse this motion to step down off the box, and then repeat the sequence on the opposite leg.",
Stiff-Legged Barbell Deadlift,hamstrings,"glutes, lower back",barbell,intermediate,pull,strength,compound,"Stiff-Legged Barbell Deadlift is a intermediate level strength exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: glutes, lower back. Instructions: Grasp a bar using an overhand grip (palms facing down). You may need some wrist wraps if using a significant amount of weight. Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position. Keeping the knees stationary, lower the barbell to over the top of your feet by bending at the hips while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Inhale as you perform this movement. Start bringing your torso up straight again by extending your hips until you are back at the starting position. Exhale as you perform this movement. Repeat for the recommended amount of repetitions.",
Stiff-Legged Dumbbell Deadlift,hamstrings,"glutes, lower back",dumbbell,beginner,pull,strength,compound,"Stiff-Legged Dumbbell Deadlift is a beginner level strength exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: dumbbell. Secondary muscles worked: glutes, lower back. Instructions: Grasp a couple of dumbbells holding them by your side at arm's length. Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position. Keeping the knees stationary, lower the dumbbells to over the top of your feet by bending at the waist while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Exhale as you perform this movement Start bringing your torso up straight again by extending your hips and waist until you are back at the starting position. Inhale as you perform this movement. Repeat for the recommended amount of repetitions.",
Stiff Leg Barbell Good Morning,lower back,"glutes, hamstrings",barbell,beginner,push,strength,compound,"Stiff Leg Barbell Good Morning is a beginner level strength exercise targeting the lower back. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: glutes, hamstrings. Instructions: This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso. Step away from the rack and position your legs using a shoulder width medium stance. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. Keeping your legs stationary, move your torso forward by bending at the hips while inhaling. Lower your torso until it is parallel with the floor. Begin to raise the bar as you exhale by elevating your torso back to the starting position. Repeat for the recommended amount of repetitions.",
Straight-Arm Dumbbell Pullover,chest,"lats, shoulders, triceps",dumbbell,intermediate,pull,strength,compound,"Straight-Arm Dumbbell Pullover is a intermediate level strength exercise targeting the chest. It involves a pull motion and is considered a compound movement. Equipment needed: dumbbell. Secondary muscles worked: lats, shoulders, triceps. Instructions: Place a dumbbell standing up on a flat bench. Ensuring that the dumbbell stays securely placed at the top of the bench, lie perpendicular to the bench (torso across it as in forming a cross) with only your shoulders lying on the surface. Hips should be below the bench and legs bent with feet firmly on the floor. The head will be off the bench as well. Grasp the dumbbell with both hands and hold it straight over your chest at arms length. Both palms should be pressing against the underside one of the sides of the dumbbell. This will be your starting position.
Caution: Always ensure that the dumbbell used for this exercise is secure. Using a dumbbell with loose plates can result in the dumbbell falling apart and falling on your face. While keeping your arms straight, lower the weight slowly in an arc behind your head while breathing in until you feel a stretch on the chest. At that point, bring the dumbbell back to the starting position using the arc through which the weight was lowered and exhale as you perform this movement. Hold the weight on the initial position for a second and repeat the motion for the prescribed number of repetitions.",
Straight Bar Bench Mid Rows,middle back,"biceps, lats",barbell,beginner,pull,strength,compound,"Straight Bar Bench Mid Rows is a beginner level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: biceps, lats. Instructions: Place a loaded barbell on the end of a bench. Standing on the bench behind the bar, take a medium, pronated grip. Stand with your hips back and chest up, maintaining a neutral spine. This will be your starting position. Row the bar to your torso by retracting the shoulder blades and flexing the elbows. Use a controlled movement with no jerking. After a brief pause, slowly return the bar to the starting position, ensuring to go all the way down.",
Straight Raises on Incline Bench,shoulders,traps,barbell,beginner,push,strength,isolation,"Straight Raises on Incline Bench is a beginner level strength exercise targeting the shoulders. It involves a push motion and is considered a isolation movement. Equipment needed: barbell. Secondary muscles worked: traps. Instructions: Place a bar on the ground behind the head of an incline bench. Lay on the bench face down. With a pronated grip, pick the barbell up from the floor, keeping your arms straight. Allow the bar to hang straight down. This will be your starting position. To begin, raise the barbell out in front of your head while keeping your arms extended. Return to the starting position.",
Stride Jump Crossover,quadriceps,"abductors, adductors, calves, hamstrings",other,beginner,push,plyometrics,compound,"Stride Jump Crossover is a beginner level plyometrics exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: abductors, adductors, calves, hamstrings. Instructions: Stand to the side of a box with your inside foot on top of it, close to the edge. Begin by swinging the arms upward as you push through the top leg, jumping upward as high as possible. Attempt to drive the opposite knee upward. Land in the opposite position that you started, on the opposite side of the box. The foot that was initially on the box will now be on the ground, with the opposite foot now on the box. Repeat the movement, crossing back over to the other side.",
Sumo Deadlift,hamstrings,"adductors, forearms, glutes, lower back, middle back, quadriceps, traps",barbell,intermediate,pull,powerlifting,compound,"Sumo Deadlift is a intermediate level powerlifting exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: adductors, forearms, glutes, lower back, middle back, quadriceps, traps. Instructions: Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms. Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees. As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together. Return the weight to the ground by bending at the hips and controlling the weight on the way down.",
Sumo Deadlift with Bands,hamstrings,"adductors, forearms, glutes, lower back, middle back, quadriceps, traps",barbell,intermediate,pull,powerlifting,compound,"Sumo Deadlift with Bands is a intermediate level powerlifting exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: adductors, forearms, glutes, lower back, middle back, quadriceps, traps. Instructions: To deadlift with short bands, simply loop them over the bar before you start, and step into them to set up. Ensure that they under the back half of your foot, directly where you are driving into the floor. Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees. As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together. Return the weight to the ground by bending at the hips and controlling the weight on the way down.",
Sumo Deadlift with Chains,hamstrings,"abductors, adductors, forearms, glutes, lower back, middle back, quadriceps, traps",barbell,intermediate,pull,powerlifting,compound,"Sumo Deadlift with Chains is a intermediate level powerlifting exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: abductors, adductors, forearms, glutes, lower back, middle back, quadriceps, traps. Instructions: You can attach the chains to the sleeves of the bar, or just drape the middle over the bar so there is a greater weight increase as you lift. Attempt to keep the ends of the chains away from the plates so you don't hit them when you lower the weight. Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms. Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees. As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together. Return the weight to the ground by bending at the hips and controlling the weight on the way down.",
Superman,lower back,"glutes, hamstrings",body only,beginner,static,stretching,compound,"Superman is a beginner level stretching exercise targeting the lower back. It involves a static motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: glutes, hamstrings. Instructions: To begin, lie straight and face down on the floor or exercise mat. Your arms should be fully extended in front of you. This is the starting position. Simultaneously raise your arms, legs, and chest off of the floor and hold this contraction for 2 seconds. Tip: Squeeze your lower back to get the best results from this exercise. Remember to exhale during this movement. Note: When holding the contracted position, you should look like superman when he is flying. Slowly begin to lower your arms, legs and chest back down to the starting position while inhaling. Repeat for the recommended amount of repetitions prescribed in your program.",
Supine Chest Throw,triceps,"chest, shoulders",medicine ball,beginner,push,plyometrics,compound,"Supine Chest Throw is a beginner level plyometrics exercise targeting the triceps. It involves a push motion and is considered a compound movement. Equipment needed: medicine ball. Secondary muscles worked: chest, shoulders. Instructions: This drill is great for chest passes when you lack a partner or a wall of sufficient strength. Lay on the ground on your back with your knees bent. Begin with the ball on your chest, held with both hands on the bottom. Explode up, extending through the elbow to throw the ball directly above you as high as possible. Catch the ball with both hands as it comes down.",
Supine One-Arm Overhead Throw,abdominals,"chest, lats, shoulders",medicine ball,beginner,pull,plyometrics,compound,"Supine One-Arm Overhead Throw is a beginner level plyometrics exercise targeting the abdominals. It involves a pull motion and is considered a compound movement. Equipment needed: medicine ball. Secondary muscles worked: chest, lats, shoulders. Instructions: Lay on the ground on your back with your knees bent. Hold the ball with one hand, extending the arm fully behind your head. This will be your starting position. Initiate the movement at the shoulder, throwing the ball directly forward of you as you sit up, attempting to go for maximum distance. The ball can be thrown to a partner or bounced off of a wall.",
Supine Two-Arm Overhead Throw,abdominals,"chest, lats, shoulders",medicine ball,beginner,pull,plyometrics,compound,"Supine Two-Arm Overhead Throw is a beginner level plyometrics exercise targeting the abdominals. It involves a pull motion and is considered a compound movement. Equipment needed: medicine ball. Secondary muscles worked: chest, lats, shoulders. Instructions: Lay on the ground on your back with your knees bent. Hold the ball with both hands, extending the arms fully behind your head. This will be your starting position. Initiate the movement at the shoulder, throwing the ball directly forward of you as you sit up, attempting to go for maximum distance. The ball can be thrown to a partner or bounced off of a wall.",
Suspended Fallout,abdominals,"chest, lower back, shoulders",other,intermediate,pull,strength,isolation,"Suspended Fallout is a intermediate level strength exercise targeting the abdominals. It involves a pull motion and is considered a isolation movement. Equipment needed: other. Secondary muscles worked: chest, lower back, shoulders. Instructions: Adjust the straps so the handles are at an appropriate height, below waist level. Begin standing and grasping the handles. Lean into the straps, moving to an incline push-up position. This will be your starting position. Keeping your arms straight, lean further into the suspension straps, bringing your body closer to the ground, allowing your shoulders to extend, raising your arms up and over your head. Maintain a neutral spine and keep the rest of your body straight, your shoulders being the only joints allowed to move. Pause during the peak contraction, and then return to the starting position.",
Suspended Push-Up,chest,"shoulders, triceps",other,beginner,push,strength,compound,"Suspended Push-Up is a beginner level strength exercise targeting the chest. It involves a push motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: shoulders, triceps. Instructions: Anchor your suspension straps securely to the top of a rack or other object. Leaning into the straps, take a handle in each hand and move into a push-up plank position. You should be as close to parallel to the ground as you can manage with your arms fully extended, maintaining good posture. Maintaining a straight, rigid torso, descend slowly by allowing the elbows to flex. Continue until your elbows break 90 degrees, pausing before you extend to return to the starting position.",
Suspended Row,middle back,"biceps, lats",other,beginner,pull,strength,compound,"Suspended Row is a beginner level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: biceps, lats. Instructions: Suspend your straps at around chest height. Take a handle in each hand and lean back. Keep your body erect and your head and chest up. Your arms should be fully extended. This will be your starting position. Begin by flexing the elbow to initiate the movement. Protract your shoulder blades as you do so. At the completion of the motion pause, and then return to the starting position.",
Suspended Split Squat,quadriceps,"abductors, adductors, calves, glutes, hamstrings",other,intermediate,push,strength,compound,"Suspended Split Squat is a intermediate level strength exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: abductors, adductors, calves, glutes, hamstrings. Instructions: Suspend your straps so the handles are 18-30 inches from the floor. Facing away from the setup, place your rear foot into the handle behind you. Keep your head looking forward and your chest up, with your knee slightly bent. This will be your starting position. Descend by flexing the knee and hips, lowering yourself to the ground. Keep your weight on the heel of your foot and maintain your posture throughout the exercise. At the bottom of the movement, reverse the motion, extending through the hip and knee to return to the starting position.",
Svend Press,chest,"forearms, shoulders, triceps",other,beginner,push,strength,compound,"Svend Press is a beginner level strength exercise targeting the chest. It involves a push motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: forearms, shoulders, triceps. Instructions: Begin in a standing position. Press two lightweight plates together with your hands. Hold the plates together close to your chest to create an isometric contraction in your chest muscles. Your fingers should be pointed forward. This is your starting position. Squeeze the plates between your palms and extend your arms directly out in front of you in a controlled motion. Pause at the top of the motion, and then slowly return to the starting position.",
T-Bar Row with Handle,middle back,"biceps, lats",barbell,beginner,pull,strength,compound,"T-Bar Row with Handle is a beginner level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: biceps, lats. Instructions: Position a bar into a landmine or in a corner to keep it from moving. Load an appropriate weight onto your end. Stand over the bar, and position a Double D row handle around the bar next to the collar. Using your hips and legs, rise to a standing position. Assume a wide stance with your hips back and your chest up. Your arms should be extended. This will be your starting position. Pull the weight to your upper abdomen by retracting the shoulder blades and flexing the elbows. Do not jerk the weight or cheat during the movement. After a brief pause, return to the starting position.",
Tate Press,triceps,"chest, shoulders",dumbbell,intermediate,push,strength,isolation,"Tate Press is a intermediate level strength exercise targeting the triceps. It involves a push motion and is considered a isolation movement. Equipment needed: dumbbell. Secondary muscles worked: chest, shoulders. Instructions: Lie down on a flat bench with a dumbbell in each hand on top of your thighs. The palms of your hand will be facing each other. By using your thighs to help you get the dumbbells up, clean the dumbbells one arm at a time so that you can hold them in front of you at shoulder width. Note: when holding the dumbbells in front of you, make sure your arms are wider than shoulder width apart from each other using a pronated (palms forward) grip. Allow your elbows to point out. This is your starting position. Keeping the upper arms stationary, slowly move the dumbbells in and down in a semi circular motion until they touch the upper chest while inhaling. Keep full control of the dumbbells at all times and do not move the upper arms nor rest the dumbbells on the chest. As you breathe out, move the dumbbells up using your triceps and the same semi-circular motion but in reverse. Attempt to keep the dumbbells together as they move up. Lock your arms in the contracted position, hold for a second and then start coming down again slowly again. Tip: It should take at least twice as long to go down than to come up. Repeat the movement for the prescribed amount of repetitions of your training program.",
Thigh Abductor,abductors,glutes,machine,beginner,push,strength,isolation,"Thigh Abductor is a beginner level strength exercise targeting the abductors. It involves a push motion and is considered a isolation movement. Equipment needed: machine. Secondary muscles worked: glutes. Instructions: To begin, sit down on the abductor machine and select a weight you are comfortable with. When your legs are positioned properly, grip the handles on each side. Your entire upper body (from the waist up) should be stationary. This is the starting position. Slowly press against the machine with your legs to move them away from each other while exhaling. Feel the contraction for a second and begin to move your legs back to the starting position while breathing in. Note: Remember to keep your upper body stationary to prevent any injuries from occurring. Repeat for the recommended amount of repetitions.",
Thigh Adductor,adductors,"glutes, hamstrings",machine,beginner,pull,strength,isolation,"Thigh Adductor is a beginner level strength exercise targeting the adductors. It involves a pull motion and is considered a isolation movement. Equipment needed: machine. Secondary muscles worked: glutes, hamstrings. Instructions: To begin, sit down on the adductor machine and select a weight you are comfortable with. When your legs are positioned properly on the leg pads of the machine, grip the handles on each side. Your entire upper body (from the waist up) should be stationary. This is the starting position. Slowly press against the machine with your legs to move them towards each other while exhaling. Feel the contraction for a second and begin to move your legs back to the starting position while breathing in. Note: Remember to keep your upper body stationary and avoid fast jerking motions in order to prevent any injuries from occurring. Repeat for the recommended amount of repetitions.",
Tire Flip,quadriceps,"calves, chest, forearms, glutes, hamstrings, lower back, shoulders, traps, triceps",other,intermediate,pull,strongman,compound,"Tire Flip is a intermediate level strongman exercise targeting the quadriceps. It involves a pull motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: calves, chest, forearms, glutes, hamstrings, lower back, shoulders, traps, triceps. Instructions: Begin by gripping the bottom of the tire on the tread, and position your feet back a bit. Your chest should be driving into the tire. To lift the tire, extend through the hips, knees, and ankles, driving into the tire and up. As the tire reaches a 45 degree angle, step forward and drive a knee into the tire. As you do so adjust your grip to the upper portion of the tire and push it forward as hard as possible to complete the turn. Repeat as necessary.",
Trap Bar Deadlift,quadriceps,"glutes, hamstrings",other,beginner,pull,strength,compound,"Trap Bar Deadlift is a beginner level strength exercise targeting the quadriceps. It involves a pull motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: glutes, hamstrings. Instructions: For this exercise load a trap bar, also known as a hex bar, to an appropriate weight resting on the ground. Stand in the center of the apparatus and grasp both handles. Lower your hips, look forward with your head and keep your chest up. Begin the movement by driving through the heels and extend your hips and knees. Avoid rounding your back at all times. At the completion of the movement, lower the weight back to the ground under control.",
Two-Arm Kettlebell Clean,shoulders,"calves, glutes, hamstrings, lower back, traps",kettlebells,intermediate,pull,strength,compound,"Two-Arm Kettlebell Clean is a intermediate level strength exercise targeting the shoulders. It involves a pull motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: calves, glutes, hamstrings, lower back, traps. Instructions: Place two kettlebells between your feet. To get in the starting position, push your butt back and look straight ahead. Clean the kettlebells to your shoulders by extending through the legs and hips as you raise the kettlebells towards your shoulders. Rotate your wrists as you do so. Lower the kettlebells back to the starting position and repeat.",
Two-Arm Kettlebell Jerk,shoulders,"calves, quadriceps, triceps",kettlebells,intermediate,push,strength,compound,"Two-Arm Kettlebell Jerk is a intermediate level strength exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: calves, quadriceps, triceps. Instructions: Clean two kettlebells to your shoulders. Clean the kettlebells to your shoulders by extending through the legs and hips as you swing the kettlebells towards your shoulders. Rotate your wrists as you do so, so that the palms face forward. Squat down a few inches and reverse the motion rapidly driving both kettlebells overhead. Immediately after the initial push, squat down again and get under the kettlebells. Once the kettlebells are locked out, stand upright to complete the exercise.",
Two-Arm Kettlebell Military Press,shoulders,triceps,kettlebells,intermediate,push,strength,compound,"Two-Arm Kettlebell Military Press is a intermediate level strength exercise targeting the shoulders. It involves a push motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: triceps. Instructions: Clean two kettlebells to your shoulders. Clean the kettlebells to your shoulders by extending through the legs and hips as you swing the kettlebells towards your shoulders. Rotate your wrists as you do so, so that the palms face forward. Press the kettlebells up and out. As the kettlebells pass your head, lean into the weights so that the kettlebells are racked behind your head. Make sure to contract your lats, butt, and stomach for added stability.",
Two-Arm Kettlebell Row,middle back,"biceps, lats",kettlebells,intermediate,pull,strength,compound,"Two-Arm Kettlebell Row is a intermediate level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: kettlebells. Secondary muscles worked: biceps, lats. Instructions: Place two kettlebells in front of your feet. Bend your knees slightly and then push your butt out as much as possible as you bend over to get in the starting position. Grab both kettlebells and pull them to your stomach, retracting your shoulder blades and flexing the elbows. Keep your back straight. Lower and repeat.",
Underhand Cable Pulldowns,lats,"biceps, middle back, shoulders",cable,beginner,pull,strength,compound,"Underhand Cable Pulldowns is a beginner level strength exercise targeting the lats. It involves a pull motion and is considered a compound movement. Equipment needed: cable. Secondary muscles worked: biceps, middle back, shoulders. Instructions: Sit down on a pull-down machine with a wide bar attached to the top pulley. Adjust the knee pad of the machine to fit your height. These pads will prevent your body from being raised by the resistance attached to the bar. Grab the pull-down bar with the palms facing your torso (a supinated grip). Make sure that the hands are placed closer than the shoulder width. As you have both arms extended in front of you holding the bar at the chosen grip width, bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position. As you breathe out, pull the bar down until it touches your upper chest by drawing the shoulders and the upper arms down and back. Tip: Concentrate on squeezing the back muscles once you reach the fully contracted position and keep the elbows close to your body. The upper torso should remain stationary as your bring the bar to you and only the arms should move. The forearms should do no other work other than hold the bar. After a second on the contracted position, while breathing in, slowly bring the bar back to the starting position when your arms are fully extended and the lats are fully stretched. Repeat this motion for the prescribed amount of repetitions.",
Upright Barbell Row,shoulders,traps,barbell,beginner,pull,strength,compound,"Upright Barbell Row is a beginner level strength exercise targeting the shoulders. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: traps. Instructions: Grasp a barbell with an overhand grip that is slightly less than shoulder width. The bar should be resting on the top of your thighs with your arms extended and a slight bend in your elbows. Your back should also be straight. This will be your starting position. Now exhale and use the sides of your shoulders to lift the bar, raising your elbows up and to the side. Keep the bar close to your body as you raise it. Continue to lift the bar until it nearly touches your chin. Tip: Your elbows should drive the motion, and should always be higher than your forearms. Remember to keep your torso stationary and pause for a second at the top of the movement. Lower the bar back down slowly to the starting position. Inhale as you perform this portion of the movement. Repeat for the recommended amount of repetitions.",
Upright Cable Row,traps,shoulders,cable,intermediate,pull,strength,compound,"Upright Cable Row is a intermediate level strength exercise targeting the traps. It involves a pull motion and is considered a compound movement. Equipment needed: cable. Secondary muscles worked: shoulders. Instructions: Grasp a straight bar cable attachment that is attached to a low pulley with a pronated (palms facing your thighs) grip that is slightly less than shoulder width. The bar should be resting on top of your thighs. Your arms should be extended with a slight bend at the elbows and your back should be straight. This will be your starting position. Use your side shoulders to lift the cable bar as you exhale. The bar should be close to the body as you move it up. Continue to lift it until it nearly touches your chin. Tip: Your elbows should drive the motion. As you lift the bar, your elbows should always be higher than your forearms. Also, keep your torso stationary and pause for a second at the top of the movement. Lower the bar back down slowly to the starting position. Inhale as you perform this portion of the movement. Repeat for the recommended amount of repetitions.",
Upright Row - With Bands,traps,shoulders,bands,beginner,pull,strength,compound,"Upright Row - With Bands is a beginner level strength exercise targeting the traps. It involves a pull motion and is considered a compound movement. Equipment needed: bands. Secondary muscles worked: shoulders. Instructions: To begin, stand on an exercise band so that tension begins at arm's length. Grasp the handles using a pronated (palms facing your thighs) grip that is slightly less than shoulder width. The handles should be resting on top of your thighs. Your arms should be extended with a slight bend at the elbows and your back should be straight. This will be your starting position. Use your side shoulders to lift the handles as you exhale. The handles should be close to the body as you move them up. Continue to lift the handles until they nearly touches your chin. Tip: Your elbows should drive the motion. As you lift the handles, your elbows should always be higher than your forearms. Also, keep your torso stationary and pause for a second at the top of the movement. Lower the handles back down slowly to the starting position. Inhale as you perform this portion of the movement. Repeat for the recommended amount of repetitions.",
V-Bar Pulldown,lats,"biceps, middle back, shoulders",cable,intermediate,pull,strength,compound,"V-Bar Pulldown is a intermediate level strength exercise targeting the lats. It involves a pull motion and is considered a compound movement. Equipment needed: cable. Secondary muscles worked: biceps, middle back, shoulders. Instructions: Sit down on a pull-down machine with a V-Bar attached to the top pulley. Adjust the knee pad of the machine to fit your height. These pads will prevent your body from being raised by the resistance attached to the bar. Grab the V-bar with the palms facing each other (a neutral grip). Stick your chest out and lean yourself back slightly (around 30-degrees) in order to better engage the lats. This will be your starting position. Using your lats, pull the bar down as you squeeze your shoulder blades. Continue until your chest nearly touches the V-bar. Exhale as you execute this motion. Tip: Keep the torso stationary throughout the movement. After a second hold on the contracted position, slowly bring the bar back to the starting position as you breathe in. Repeat for the prescribed number of repetitions.",
V-Bar Pullup,lats,"biceps, middle back, shoulders",body only,beginner,pull,strength,compound,"V-Bar Pullup is a beginner level strength exercise targeting the lats. It involves a pull motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: biceps, middle back, shoulders. Instructions: Start by placing the middle of the V-bar in the middle of the pull-up bar (assuming that the pull-up station you are using does not have neutral grip handles). The V-Bar handles will be facing down so that you can hang from the pull-up bar through the use of the handles. Once you securely place the V-bar, take a hold of the bar from each side and hang from it. Stick your chest out and lean yourself back slightly in order to better engage the lats. This will be your starting position. Using your lats, pull your torso up while leaning your head back slightly so that you do not hit yourself with the chin-up bar. Continue until your chest nearly touches the V-bar. Exhale as you execute this motion. After a second hold on the contracted position, slowly lower your body back to the starting position as you breathe in. Repeat for the prescribed number of repetitions.",
Vertical Swing,hamstrings,"glutes, quadriceps, shoulders",dumbbell,beginner,pull,plyometrics,compound,"Vertical Swing is a beginner level plyometrics exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: dumbbell. Secondary muscles worked: glutes, quadriceps, shoulders. Instructions: Allow the dumbbell to hang at arms length between your legs, holding it with both hands. Keep your back straight and your head up. Swing the dumbbell between your legs, flexing at the hips and bending the knees slightly. Powerfully reverse the motion by extending at the hips, knees, and ankles to propel yourself upward, swinging the dumbell over your head. As you land, absorb the impact through your legs and draw the dumbbell to your torso before the next repetition.",
Weighted Ball Hyperextension,lower back,"glutes, hamstrings, middle back",exercise ball,intermediate,pull,strength,compound,"Weighted Ball Hyperextension is a intermediate level strength exercise targeting the lower back. It involves a pull motion and is considered a compound movement. Equipment needed: exercise ball. Secondary muscles worked: glutes, hamstrings, middle back. Instructions: To begin, lie down on an exercise ball with your torso pressing against the ball and parallel to the floor. The ball of your feet should be pressed against the floor to help keep you balanced. Place a weighted plate under your chin or behind your neck. This is the starting position. Slowly raise your torso up by bending at the waist and lower back. Remember to exhale during this movement. Hold the contraction on your lower back for a second and lower your torso back down to the starting position while inhaling. Repeat for the recommended amount of repetitions prescribed in your program.",
