,exercise_name,category,primary_muscles,secondary_muscles,equipment,mechanic,force,level,source_url,source,text_chunk
1319,step-up with knee raise,strength,glutes,"hamstrings, quadriceps",body only,compound,push,beginner,No URL provided,api,"Step-up with Knee Raise is a beginner level strength exercise targeting the glutes. It involves a push motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: hamstrings, quadriceps. Instructions: Stand facing a box or bench of an appropriate height with your feet together. This will be your starting position. Begin the movement by stepping up, putting your left foot on the top of the bench. Extend through the hip and knee of your front leg to stand up on the box. As you stand on the box with your left leg, flex your right knee and hip, bringing your knee as high as you can. Reverse this motion to step down off the box, and then repeat the sequence on the opposite leg."
1320,stiff leg barbell good morning,strength,lower back,"glutes, hamstrings",barbell,compound,push,beginner,No URL provided,api,"Stiff Leg Barbell Good Morning is a beginner level strength exercise targeting the lower back. It involves a push motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: glutes, hamstrings. Instructions: This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso. Step away from the rack and position your legs using a shoulder width medium stance. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. Keeping your legs stationary, move your torso forward by bending at the hips while inhaling. Lower your torso until it is parallel with the floor. Begin to raise the bar as you exhale by elevating your torso back to the starting position. Repeat for the recommended amount of repetitions."
1321,stiff-legged barbell deadlift,strength,hamstrings,"glutes, lower back",barbell,compound,pull,intermediate,No URL provided,api,"Stiff-Legged Barbell Deadlift is a intermediate level strength exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: glutes, lower back. Instructions: Grasp a bar using an overhand grip (palms facing down). You may need some wrist wraps if using a significant amount of weight. Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position. Keeping the knees stationary, lower the barbell to over the top of your feet by bending at the hips while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Inhale as you perform this movement. Start bringing your torso up straight again by extending your hips until you are back at the starting position. Exhale as you perform this movement. Repeat for the recommended amount of repetitions."
1322,stiff-legged dumbbell deadlift,strength,hamstrings,"glutes, lower back",dumbbell,compound,pull,beginner,No URL provided,api,"Stiff-Legged Dumbbell Deadlift is a beginner level strength exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: dumbbell. Secondary muscles worked: glutes, lower back. Instructions: Grasp a couple of dumbbells holding them by your side at arm's length. Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position. Keeping the knees stationary, lower the dumbbells to over the top of your feet by bending at the waist while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Exhale as you perform this movement Start bringing your torso up straight again by extending your hips and waist until you are back at the starting position. Inhale as you perform this movement. Repeat for the recommended amount of repetitions."
1323,stomach vacuum,core,abdominals,obliques,bodyweight,isolation,static,beginner,No URL provided,api,stomach vacuum is a beginner level core exercise targeting the abdominals. It involves a static motion and is considered a isolation movement. Equipment needed: bodyweight. Secondary muscles worked: obliques. Instructions: 
1324,straight arm chest stretch,Chest,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://exrx.net/Stretches/ChestGeneral/StraightArm,exrx_scraper,Comments: Upper chest becomes more stretched with elbow lower. Lower chest and pectoralis minor become more stretched with elbow higher.
1325,straight bar bench mid rows,strength,middle back,"biceps, lats",barbell,compound,pull,beginner,No URL provided,api,"Straight Bar Bench Mid Rows is a beginner level strength exercise targeting the middle back. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: biceps, lats. Instructions: Place a loaded barbell on the end of a bench. Standing on the bench behind the bar, take a medium, pronated grip. Stand with your hips back and chest up, maintaining a neutral spine. This will be your starting position. Row the bar to your torso by retracting the shoulder blades and flexing the elbows. Use a controlled movement with no jerking. After a brief pause, slowly return the bar to the starting position, ensuring to go all the way down."
1326,straight hip leg curl (on stability ball),Thighs,Not Specified,Not Specified,Not Specified,Isolated,Pull,Not Specified,https://exrx.net/WeightExercises/Hamstrings/BWBallStraightHipLegCurl,exrx_scraper,"Utility: Basic or Auxiliary. Comments: Keep hips straight throughout movement. Dorsal flexion of ankle reduces active insufficiency of Gastrocnemius allowing it to assist in knee flexion. To make it easier: Exercise can be made easier by performing on larger ball, no taller than what would require body to become near vertical at top of movement. Exercise can also be performed by bending hips and knees simultaneously.
• Leg Curl (on stability ball). To make it harder: Exercise can be made more difficult by performing exercise on smaller ball or with a single leg.
• Single Leg Straight Hip Leg Curl."
1327,straight raises on incline bench,strength,shoulders,traps,barbell,isolation,push,beginner,No URL provided,api,"Straight Raises on Incline Bench is a beginner level strength exercise targeting the shoulders. It involves a push motion and is considered a isolation movement. Equipment needed: barbell. Secondary muscles worked: traps. Instructions: Place a bar on the ground behind the head of an incline bench. Lay on the bench face down. With a pronated grip, pick the barbell up from the floor, keeping your arms straight. Allow the bar to hang straight down. This will be your starting position. To begin, raise the barbell out in front of your head while keeping your arms extended. Return to the starting position."
1328,straight-arm dumbbell pullover,strength,chest,"lats, shoulders, triceps",dumbbell,compound,pull,intermediate,No URL provided,api,"Straight-Arm Dumbbell Pullover is a intermediate level strength exercise targeting the chest. It involves a pull motion and is considered a compound movement. Equipment needed: dumbbell. Secondary muscles worked: lats, shoulders, triceps. Instructions: Place a dumbbell standing up on a flat bench. Ensuring that the dumbbell stays securely placed at the top of the bench, lie perpendicular to the bench (torso across it as in forming a cross) with only your shoulders lying on the surface. Hips should be below the bench and legs bent with feet firmly on the floor. The head will be off the bench as well. Grasp the dumbbell with both hands and hold it straight over your chest at arms length. Both palms should be pressing against the underside one of the sides of the dumbbell. This will be your starting position.
Caution: Always ensure that the dumbbell used for this exercise is secure. Using a dumbbell with loose plates can result in the dumbbell falling apart and falling on your face. While keeping your arms straight, lower the weight slowly in an arc behind your head while breathing in until you feel a stretch on the chest. At that point, bring the dumbbell back to the starting position using the arc through which the weight was lowered and exhale as you perform this movement. Hold the weight on the initial position for a second and repeat the motion for the prescribed number of repetitions."
1329,straight-arm pulldown,strength,lats,"teres major, rhomboids, trapezius",cable,isolation,pull,beginner,No URL provided,api,"straight-arm pulldown is a beginner level strength exercise targeting the lats. It involves a pull motion and is considered a isolation movement. Equipment needed: cable. Secondary muscles worked: teres major, rhomboids, trapezius. Instructions: "
1330,stride jump crossover,plyometrics,quadriceps,"abductors, adductors, calves, hamstrings",other,compound,push,beginner,No URL provided,api,"Stride Jump Crossover is a beginner level plyometrics exercise targeting the quadriceps. It involves a push motion and is considered a compound movement. Equipment needed: other. Secondary muscles worked: abductors, adductors, calves, hamstrings. Instructions: Stand to the side of a box with your inside foot on top of it, close to the edge. Begin by swinging the arms upward as you push through the top leg, jumping upward as high as possible. Attempt to drive the opposite knee upward. Land in the opposite position that you started, on the opposite side of the box. The foot that was initially on the box will now be on the ground, with the opposite foot now on the box. Repeat the movement, crossing back over to the other side."
1331,sumo deadlift,powerlifting,hamstrings,"adductors, forearms, glutes, lower back, middle back, quadriceps, traps",barbell,compound,pull,intermediate,No URL provided,api,"Sumo Deadlift is a intermediate level powerlifting exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: adductors, forearms, glutes, lower back, middle back, quadriceps, traps. Instructions: Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms. Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees. As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together. Return the weight to the ground by bending at the hips and controlling the weight on the way down."
1332,sumo deadlift with bands,powerlifting,hamstrings,"adductors, forearms, glutes, lower back, middle back, quadriceps, traps",barbell,compound,pull,intermediate,No URL provided,api,"Sumo Deadlift with Bands is a intermediate level powerlifting exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: adductors, forearms, glutes, lower back, middle back, quadriceps, traps. Instructions: To deadlift with short bands, simply loop them over the bar before you start, and step into them to set up. Ensure that they under the back half of your foot, directly where you are driving into the floor. Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees. As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together. Return the weight to the ground by bending at the hips and controlling the weight on the way down."
1333,sumo deadlift with chains,powerlifting,hamstrings,"abductors, adductors, forearms, glutes, lower back, middle back, quadriceps, traps",barbell,compound,pull,intermediate,No URL provided,api,"Sumo Deadlift with Chains is a intermediate level powerlifting exercise targeting the hamstrings. It involves a pull motion and is considered a compound movement. Equipment needed: barbell. Secondary muscles worked: abductors, adductors, forearms, glutes, lower back, middle back, quadriceps, traps. Instructions: You can attach the chains to the sleeves of the bar, or just drape the middle over the bar so there is a greater weight increase as you lift. Attempt to keep the ends of the chains away from the plates so you don't hit them when you lower the weight. Begin with a bar loaded on the ground. Approach the bar so that the bar intersects the middle of the feet. The feet should be set very wide, near the collars. Bend at the hips to grip the bar. The arms should be directly below the shoulders, inside the legs, and you can use a pronated grip, a mixed grip, or hook grip. Relax the shoulders, which in effect lengthens your arms. Take a breath, and then lower your hips, looking forward with your head with your chest up. Drive through the floor, spreading your feet apart, with your weight on the back half of your feet. Extend through the hips and knees. As the bar passes through the knees, lean back and drive the hips into the bar, pulling your shoulder blades together. Return the weight to the ground by bending at the hips and controlling the weight on the way down."
1334,superman,Waist,lower back,"glutes, hamstrings",body only,Isolated,Pull,beginner,https://exrx.net/WeightExercises/ErectorSpinae/Superman,exrx_scraper + api,"Utility: Auxiliary. Comments: Lift legs and upper body slowly with no jerking or fast movements. Also see Contralateral Superman.

--- Additional Info ---

Superman is a beginner level stretching exercise targeting the lower back. It involves a static motion and is considered a compound movement. Equipment needed: body only. Secondary muscles worked: glutes, hamstrings. Instructions: To begin, lie straight and face down on the floor or exercise mat. Your arms should be fully extended in front of you. This is the starting position. Simultaneously raise your arms, legs, and chest off of the floor and hold this contraction for 2 seconds. Tip: Squeeze your lower back to get the best results from this exercise. Remember to exhale during this movement. Note: When holding the contracted position, you should look like superman when he is flying. Slowly begin to lower your arms, legs and chest back down to the starting position while inhaling. Repeat for the recommended amount of repetitions prescribed in your program."
1335,supine chest throw,plyometrics,triceps,"chest, shoulders",medicine ball,compound,push,beginner,No URL provided,api,"Supine Chest Throw is a beginner level plyometrics exercise targeting the triceps. It involves a push motion and is considered a compound movement. Equipment needed: medicine ball. Secondary muscles worked: chest, shoulders. Instructions: This drill is great for chest passes when you lack a partner or a wall of sufficient strength. Lay on the ground on your back with your knees bent. Begin with the ball on your chest, held with both hands on the bottom. Explode up, extending through the elbow to throw the ball directly above you as high as possible. Catch the ball with both hands as it comes down."
1336,supine lat stretch,Back,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,https://exrx.net/Stretches/LatissimusDorsi/Supine,exrx_scraper,Comments: Stretch can also be performed with feet on floor and legs bent if participant is sensitive to spinal hyperextension.
1337,supine one-arm overhead throw,plyometrics,abdominals,"chest, lats, shoulders",medicine ball,compound,pull,beginner,No URL provided,api,"Supine One-Arm Overhead Throw is a beginner level plyometrics exercise targeting the abdominals. It involves a pull motion and is considered a compound movement. Equipment needed: medicine ball. Secondary muscles worked: chest, lats, shoulders. Instructions: Lay on the ground on your back with your knees bent. Hold the ball with one hand, extending the arm fully behind your head. This will be your starting position. Initiate the movement at the shoulder, throwing the ball directly forward of you as you sit up, attempting to go for maximum distance. The ball can be thrown to a partner or bounced off of a wall."
1338,supine two-arm overhead throw,plyometrics,abdominals,"chest, lats, shoulders",medicine ball,compound,pull,beginner,No URL provided,api,"Supine Two-Arm Overhead Throw is a beginner level plyometrics exercise targeting the abdominals. It involves a pull motion and is considered a compound movement. Equipment needed: medicine ball. Secondary muscles worked: chest, lats, shoulders. Instructions: Lay on the ground on your back with your knees bent. Hold the ball with both hands, extending the arms fully behind your head. This will be your starting position. Initiate the movement at the shoulder, throwing the ball directly forward of you as you sit up, attempting to go for maximum distance. The ball can be thrown to a partner or bounced off of a wall."
1339,suspended arm curl,Upper Arms,Not Specified,Not Specified,Not Specified,Isolated,Pull,Not Specified,https://exrx.net/WeightExercises/Brachialis/STArmCurl,exrx_scraper,"Utility: Auxiliary. Comments: Dismounting can be achieved by walking backward until body is upright. Also referred to as Suspended Biceps Curl, arguably somewhat of a misnomer as applied to form shown here. The positioning of arms, with elbows high, places short head (medial head) of Bicep Brachii in active insufficiency as arm continues to flex. The long head of Biceps Brachii (lateral head) and in particular, Brachialis are primary movers in this position. Compare to Suspended Biceps Curl.
Allowing elbows to drop slightly during flexion may somewhat decrease active insufficiency of biceps brachii. However, this technique may not ideally emphasize biceps' involvement, since this position prevents body from achieving a more upright position at end of movement at any given initial body angle, thereby creating a peak contraction (greatest resistance at top of movement) on elbow flexors which enter into yet another related compromised mechanical position (see Tension Potential and Muscle Length-tension Relationship). This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings. See Gravity Vectors for greater understanding of how body angle influences resistance. To make it easier: Resistance is least when body is positioned upright at top of exercise. Movement can be made easier with staggered foot position by placing one foot slightly back.. To make it harder: Begin in a more reclined position. With body more angled back, stance can be on heels with forefeet pointing upward. At higher angles, feet can be placed flat on floor. When angled further back, only heels may contact floor with forefeet raising upward.."
1340,suspended chest press,Chest,Not Specified,Not Specified,Not Specified,Compound,Push,Not Specified,https://exrx.net/WeightExercises/PectoralSternal/STChestPress,exrx_scraper,"Utility: Basic or Auxiliary. Comments: See Suspended Chest Press Mount/Dismount. Arms and suspension straps should be perpendicular to body. Both upper and lower body must be kept straight throughout movement. Elbows largely remain behind hands' line of force.
See side view. Angle of body affects difficulty of movement. See Gravity Vectors for greater understanding of how body angle influences resistance. This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings. To make it easier: Resistance is least when body is positioned upright, at top of exercise. Start with straps hanging at hip-to-knee height. Face straps and grasp handles with each hand. Raise both handles forward with arms straight. Step forward until straps are taut. Take half step back onto balls of feet, leaning slightly forward with arms still positioned forward 90 degrees from torso. Positioning body nearly vertical but not fully upright allows for slight resistance at top of motion. Movement can be made even easier with staggered foot position by placing one foot slightly forward.. To make it harder: This movement can be made more challenging by positioning body more horizontally at lowest position. This can be achieved by placing feet further back and having handles positioned further down nearer ground and/or placing feet on elevated platform.."
1341,suspended fallout,strength,abdominals,"chest, lower back, shoulders",other,isolation,pull,intermediate,No URL provided,api,"Suspended Fallout is a intermediate level strength exercise targeting the abdominals. It involves a pull motion and is considered a isolation movement. Equipment needed: other. Secondary muscles worked: chest, lower back, shoulders. Instructions: Adjust the straps so the handles are at an appropriate height, below waist level. Begin standing and grasping the handles. Lean into the straps, moving to an incline push-up position. This will be your starting position. Keeping your arms straight, lean further into the suspension straps, bringing your body closer to the ground, allowing your shoulders to extend, raising your arms up and over your head. Maintain a neutral spine and keep the rest of your body straight, your shoulders being the only joints allowed to move. Pause during the peak contraction, and then return to the starting position."
1342,suspended fly,Chest,Not Specified,Not Specified,Not Specified,Isolated,Push,Not Specified,https://exrx.net/WeightExercises/PectoralSternal/STFly,exrx_scraper,"Utility: Auxiliary. Comments: See Suspended Prone Mount/Dismount. Throughout movement, keep elbows in fixed, slightly bent position and shoulders internally rotated, so elbows are kept pointed outward and high. Arms and suspension straps plane of motion should be perpendicular to body. Both upper and lower body must be kept straight throughout movement. Angle of body affects difficulty of movement. See Gravity Vectors for greater understanding of how body angle influences resistance.
This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings. Also known as Suspended Chest Fly. See front angled view. To make it easier: Resistance is least when body is positioned upright, at top of exercise. Movement can also be made easier with staggered foot position by placing one foot slightly forward. Elbows can also become slightly more bent as arms extend further out to sides.. To make it harder: This movement can be made more challenging by positioning body more horizontal at lower position. This can be achieved by placing feet further back and having handles positioned further down nearer ground. Elbows can be kept somewhat straighter, particularly as arms extend further out to sides.."
1343,suspended forward angled single leg calf raise,Calves,Not Specified,Not Specified,Not Specified,Isolated,Push,Not Specified,https://exrx.net/WeightExercises/Gastrocnemius/STSingleLegForwardAngledCalfRaise,exrx_scraper,"Utility: Basic or Auxiliary. Comments: Keep knee of supporting leg straight throughout exercise or bend knee slightly only during stretch. Quadriceps serve as synergist muscle if knee is bent slightly during stretch. Handle height can be adjusted to vary resistance. See Gravity Vectors  for greater understanding of how body angle influences resistance. See Calf Exercise Analyses. To make it easier: Resistance can be reduced by lowering handles, as far down as ankle flexibility will allow. Both feet can also be used. Also try self-assisted single leg calf raises.
• Self-assisted with upper body
• Self-assisted with other foot. To make it harder: Perform calf raise more upright on calf block to make movement more difficult.
• Single Leg Calf Raise."
1344,suspended front raise,Shoulders,Not Specified,Not Specified,Not Specified,Isolated,Push,Not Specified,https://exrx.net/WeightExercises/DeltoidAnterior/STFrontRaise,exrx_scraper,"Utility: Auxiliary. Comments: At higher angles, feet can be placed flat on floor. When angled further back, only heels may contact floor with forefeet raising upward. Dismounting can be achieved by walking backward until body is upright. This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings. To make it easier: Resistance is least when body is positioned upright at top of exercise. Movement can be made easier with staggered foot position by placing one foot slightly back.. To make it harder: This movement can be made more challenging by placing feet more forward, thereby angling body back at initiation of movement. In which case, stance can be on heels with forefeet pointing upward. See Gravity Vector for greater understanding of how body angle influences resistance.."
1345,suspended hanging leg curl,Thighs,Not Specified,Not Specified,Not Specified,Isolated,Pull,Not Specified,https://exrx.net/WeightExercises/Hamstrings/STHangingLegCurl,exrx_scraper,"Utility: Basic or Auxiliary. Comments: This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings. Positioned handles so back is slightly above floor once grip is established. Keep low back straight, maintaining approximate height from floor throughout movement. Hamstrings seemingly acts as a dynamic stabilizer, since it shortens through knee, while it lengthens through hip. However, net contraction actually appears to occur, since hip flexes only about 50%, while knee flexes nearly 100%, allowing hamstrings to remain in a mechanically strong position throughout movement.
Dorsal flexion of ankle reduces active insufficiency of Gastrocnemius, allowing it to assist in knee flexion.
Apart from Sartorius involvement, flexion of hips is largely passive and is accomplished by eccentric contraction of glutes during concentric contraction of hamstrings. To make it easier: Movement can be made easier by positioning feet closer under anchor of suspension trainer.. To make it harder: Movement can be made more challenging by positioning feet further away from under anchor of suspension trainer. Alternatively, hips can be kept straight during knee flexion increasing active insufficiency of hamstrings.
• Suspended Hanging Straight Leg Curl."
1346,suspended hanging straight hip leg curl,Thighs,Not Specified,Not Specified,Not Specified,Isolated,Pull,Not Specified,https://exrx.net/WeightExercises/Hamstrings/STHangingStraightHipLegCurl,exrx_scraper,"Utility: Basic or Auxiliary. Comments: This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings. Positioned handles so back is slightly above floor once grip is established. Keep low back and hips straight throughout movement. With hips fully extended, Hamstrings enter active insufficiency near complete knee flexion. Dorsal flexion of ankle reduces active insufficiency of Gastrocnemius, allowing it to assist in knee flexion. To make it easier: Movement can be made easier by positioning feet closer under anchor of suspension trainer. Alternatively, hips can articulate during knee flexion to decrease intensity.
• Suspended Hanging Leg Curl. To make it harder: Movement can be made more challenging by positioning feet further away from under anchor of suspension trainer.."
1347,suspended hip abduction,Hips,Not Specified,Not Specified,Not Specified,Isolated,Push,Not Specified,https://exrx.net/WeightExercises/HipAbductor/STHipAbduction,exrx_scraper,"Utility: Auxiliary. Comments: See Suspended Supine Feet Mount/Dismount. Keep low back straight, maintaining approximate height from floor throughout movement. This exercise can be performed on TRXⓇ style suspension trainer. See ROM Criteria and Spot Reduction Myth. To make it easier: Movement can be made easier by positioning feet directly under anchor of suspension trainer.. To make it harder: Movement can be made more challenging by lying further back, away horizontally from anchor of suspension trainer.."
1348,suspended hip bridge,Hips,Not Specified,Not Specified,Not Specified,Isolated,Push,Not Specified,https://exrx.net/WeightExercises/GluteusMaximus/STHipBridge,exrx_scraper,"Utility: Auxiliary. Comments: This exercise can be performed on TRXⓇ style suspension trainer. See Suspended   Supine Feet Mount/Dismount. Hamstring enters active insufficiency as hip is raised since knee is flexed and hip does not flex beyond 90 degrees. However, it is used more to stabilize knees in fixed flexed position.
Dorsal flexion of ankle reduces active insufficiency of Gastrocnemius, allowing it to assist Hamstrings in maintaining fixed knee flexion. See Knee flexion abduction force vector diagram. Adductor Magnus does not assist since hip extension does not occur in fully flexed position. To make it easier: Movement can be made easier by lying closer under anchor of suspension trainer.. To make it harder: Movement can be made more challenging by lying further back, away horizontally from anchor of suspension trainer.."
1349,suspended inverted row,Back,Not Specified,Not Specified,Not Specified,Compound,Pull,Not Specified,https://exrx.net/WeightExercises/BackGeneral/STInvertedRow,exrx_scraper,"Utility: Basic or Auxiliary. Comments: Handles should be just high enough to allow arm to fully extend. See Gravity Vectors for greater understanding of how body angle influences resistance. This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings. Also see exercise performed on dual anchor suspension trainer. Also known as Body Row or Supine Row. To make it easier: Resistance can be reduced by raising handles and positioning feet further back. Other easier variations include sitting and bending at hips or bending at knee with feet flat on floor.
• Suspended Row
• Suspended Bent-knee Inverted Row. To make it harder: This movement can be made more challenging by positioning body in more horizontal position at height of movement. This can be achieved by lengthening straps of suspension trainer and positioning feet further forward so body become closer to plumb line of anchor. After progressing to lowest position possible, just short of body contacting floor, back of heels can be placed on elevated surface. Height of elevated surface can be further progressed to height permitting  horizontal position in upper-most position at end of concentric contraction. This exercise is typically performed without added resistance, although additional weight can be placed on belly or pelvis.
This movement can be made more challenging by positioning body in more horizontal position at height of movements. This can be achieved by placing back of heels on elevated surface. This exercise is typically performed without added resistance, although additional weight can be placed on belly or pelvis.
• Suspended One Arm Row."
1350,suspended inverted shrug,Back,Not Specified,Not Specified,Not Specified,Isolated,Pull,Not Specified,https://exrx.net/WeightExercises/TrapeziusUpper/BWInvertedShrugRings,exrx_scraper,"Utility: Basic or Auxiliary. Comments: Falling from an inverted position may result in very serious injury. To decrease potential of injury, position gymnastic rings over well padded surface, only high enough to allow full range of motion.
Since this movement becomes more difficult as full shoulder elevation is achieved, height criteria for shoulder elevation may be needed. For example, raising shoulders until slope of shoulders becomes horizontal may be considered adequate, depending upon individual body structure and range of motion with lighter weight. Also see ROM Criteria. This exercise can be performed on adjustable length gymnastics rings or a dual anchored suspension trainer. To make it easier: There are very few practical ways to make this exercise easier except placing lower legs on higher bar above. Feet may make contact with suspension trainer straps for more stability. See demonstration of Suspended Inverted Shrug with feet against straps.. To make it harder: For greater resistance, have partner stand off to side, hold weight on rear end. Only strongest individuals will be able to perform full rep(s) with exercise partner sitting on back of thighs seated in opposite direction.."
1351,suspended jack-knife,Waist,Not Specified,Not Specified,Not Specified,Compound,Pull,Not Specified,https://exrx.net/WeightExercises/RectusAbdominis/STJackknife,exrx_scraper,"Utility: Basic or Auxiliary. Comments: See Suspended Prone Feet Mount/Dismount. Keep shins close to horizontal and arms straight with shoulders positioned above hands. Dismount by removing straps while kneeling or after sitting on one side of hip before rotating body to seated position.
This exercise can be performed on TRXⓇ style suspension trainer. Exercise can also be performed on bench, particularly practical when straps do not extend low enough.
Flexion and extension of knees are passive. Rectus Abdominis and Obliques only contract dynamically if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique act only isometrically contract to stabilize pelvis and waist during hip flexion. It may be necessary to completely flex hips before waist flexion is possible. See Spot Reduction Myth and Lower Ab Myth. To make it easier: Movement can be made easier by lying closer under anchor of suspension trainer.. To make it harder: Movement can be made more challenging by lying further forward, away horizontally from anchor of suspension trainer. Alternately raise hips much higher while keeping shin near horizontal.
• Jack-knife Pike."
1352,suspended leg curl,Thighs,Not Specified,Not Specified,Not Specified,Isolated,Pull,Not Specified,https://exrx.net/WeightExercises/Hamstrings/STLegCurl,exrx_scraper,"Utility: Basic or Auxiliary. Comments: Keep low back straight, maintaining approximate height from floor throughout movement. Hamstrings seemingly act as dynamic stabilizer, since they shorten through knees, while lengthening through hips. However, net contraction actually appears to occur, since hips flex only about 50%, while knees flex nearly 100%, allowing hamstrings to remain in mechanically strong position throughout movement.
Dorsal flexion of ankle reduces active insufficiency of Gastrocnemius, allowing it to assist in knee flexion. Apart from Sartorius involvement, flexion of hips is largely passive and is accomplished by eccentric contraction of Gluteus Maximus during concentric contraction of hamstrings, even when lying far away from suspension anchor. Although Gluteus Maximus contract eccentrically during concentric phase of movement they've been classified as stabilizers due to their somewhat unique involvement in this exercise.
This exercise can be performed on TRXⓇ style suspension trainer. Exercise can also be performed lying on bench, particularly practical when straps do not extend low enough. Also see Suspended Supine Feet Mount/Dismount. To make it easier: Movement can be made easier by lying closer under anchor of suspension trainer. For example, sit on floor with suspension trainer in low position above lap.. To make it harder: Movement can be made more challenging by lying further back, away horizontally from anchor of suspension trainer. Alternatively, hips can be kept straight during knee flexion increasing active insufficiency of hamstrings. Movement can also be performed with one leg.
• Suspended Straight Leg Curl
• Suspended Single Leg Curl (leg flexed)."
1353,suspended mountain climber,Hips,Not Specified,Not Specified,Not Specified,Compound,Pull,Not Specified,https://exrx.net/WeightExercises/HipFlexors/STMountainClimber,exrx_scraper,"Utility: Auxiliary. Comments: Attempt to straighten hip each stroke, while maintaining approximate height of hips from floor throughout movement. Dismount by removing straps, while kneeling or after sitting on one side of hip before rotating body to seated position. See Suspended Prone Feet Mount/Dismount.
This exercise can be performed on TRXⓇ style suspension trainer. Exercise can also be performed on bench, particularly practical when straps do not extend low enough.
Flexion and extension of knees are passive. Rectus Abdominis and Obliques only contract dynamically if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique will only act to stabilize pelvis and waist during hip flexion. It may be necessary to completely flex hips before waist flexion is possible, as in Suspended Jack-knife where both legs are pulled in simultaneously. Also see Spot Reduction Myth and Lower Ab Myth. To make it easier: Movement can be made easier by lying closer under anchor of suspension trainer.. To make it harder: Movement can be made more challenging by lying further forward, away horizontally from anchor of suspension trainer.."
1354,suspended muscle-up,Miscellaneous,Not Specified,Not Specified,Not Specified,Compound,Pull & Push,Not Specified,https://exrx.net/WeightExercises/Power/STMuscleUp,exrx_scraper,"Utility: Power. Comments: Two platforms of same height can be placed to each side of floor, allowing for easier mounting with clearance below. See mounting image. To make it easier: Use momentum from kipping to assist in movement. Alternatively, position bar lower or stand on sturdy elevation, just high enough to perform movement.
• Kipping Muscle-up
• Self-Assisted Muscle-up. To make it harder: If added resistance is required, use a dip belt with added weight or place dumbbell between ankles with front end positioned on both feet.."
1355,suspended muscle-up (with kip),Miscellaneous,Not Specified,Not Specified,Not Specified,Compound,Pull & Push,Not Specified,https://exrx.net/WeightExercises/Power/STMuscleUpKip,exrx_scraper,"Utility: Power. Comments: Two platforms of same height can be placed to each side of floor, allowing for easier mounting with clearance below. See mounting image. To make it easier: If Kipping Muscle-up is too difficult to master, consider self-assisted Muscle-up, whereby rings are positioned lower to floor, just high enough to perform movement.
• Self-Assisted Muscle-up. To make it harder: Perform Suspended Muscle-up without kip as strength, power, and technique improves.
• Suspended Muscle-up."
